vendor_group,amount_grouped,count,first_date,last_date,median_freq_days,pattern
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,59.495000000000005,3,2022-01-31,2022-03-07,17,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,74.245,3,2022-09-13,2022-10-17,17,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,99.99,3,2022-09-26,2023-01-27,61,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,8.03,3,2020-12-28,2021-03-01,31,Monthly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,11.876666666666667,3,2021-10-21,2021-12-13,26,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,19.99,3,2021-09-09,2021-12-07,44,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,33.443333333333335,3,2021-06-30,2021-10-14,53,Irregular
"Withdrawal ACH SUNO INC./TYPE: SUNO INC. ID: 1800948598

CO: SUNO INC. NAME: STEVEN J CHAPLINSKI

Entry Class Code: WEB",10.0,3,2025-03-10,2025-05-08,29,Monthly
Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: 5411721813CO: TARGET CARD SRVCNAME: S CHAPLINSKI TEntry Class Code: WEB,90.2,3,2022-10-11,2022-12-12,31,Monthly
Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: T510215170CO: TARGET CARD SRVCEntry Class Code: WEB,50.0,3,2021-03-02,2021-10-12,112,Irregular
Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: T510215170CO: TARGET CARD SRVCEntry Class Code: WEB,105.0,3,2021-09-15,2021-10-04,9,Irregular
"Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157

CO: Watson Realty Co

NAME: Steven chaplinskiEntry Class Code: WEB",1179.0,3,2025-04-02,2025-06-02,30,Monthly
Withdrawal ATM Fee/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,1.5,3,2022-06-19,2024-04-08,329,Irregular
Withdrawal Bill Payment #000003047046/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,17.0,3,2024-02-27,2024-04-27,30,Monthly
Withdrawal Debit Card MC Debit Gator/AMAZON PRIME*CU90U9EJ3 AMZN.COM/BIL WADate 03/11/25 0 5070388912 1 5818Card 1247,3.4,3,2025-01-12,2025-03-11,29,Monthly
"Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FL

Date 04/09/25 0 5099980889 0 5499

Card 1247",19.54,3,2025-03-30,2025-05-14,22,Irregular
Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FLDate 01/31/25 0 5031331003 1 5499Card 1247,15.425,3,2025-01-30,2025-03-02,15,Bi-Weekly
Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FLDate 01/31/25 0 5031331003 1 5499Card 1247,17.05333333333333,3,2025-01-21,2025-02-23,16,Bi-Weekly
Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,45.41,3,2025-02-09,2025-02-26,8,Weekly
Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,49.66,3,2025-02-16,2025-03-06,9,Irregular
"Withdrawal Debit Card MC Debit Gator/SUNOCO 8002212501 QPS GAINESVILLE FL

Date 05/19/25 0 5139082313 1 5541

Card 1247",20.545,3,2025-05-07,2025-05-19,6,Weekly
"Withdrawal Debit Card MC Debit Gator/SUNOCO 8002212501 QPS GAINESVILLE FL

Date 05/19/25 0 5139082313 1 5541

Card 1247",22.005000000000003,3,2025-05-01,2025-05-20,9,Irregular
Withdrawal Debit Card MC Debit Seminol/AMAZON PRIME*XS2HD1WH3 AMZN.COM/BIL WADate 09/11/24 0 4255908162 0 5818Card 1231,3.4,3,2024-09-11,2024-11-11,30,Monthly
Withdrawal Debit Card MC Debit Seminol/APPLE.COM/BILL CUPERTINO CADate 08/18/23 0 3230028421 2 5735Card 2801,2.99,3,2023-07-04,2024-01-04,92,Irregular
Withdrawal Debit Card MC Debit Seminol/ELEVENLABS.IO NEW YORK NYDate 10/07/23 0 3280076314 2 5734Card 2801,5.0,3,2023-11-07,2024-01-07,30,Monthly
Withdrawal Debit Card MC Debit Seminol/MIDJOURNEY INC. SOUTH SAN FR CADate 10/16/23 0 3289666656 0 5734Card 2801,4.0,3,2023-08-01,2023-08-27,13,Bi-Weekly
Withdrawal Debit Card MC Debit Seminol/MIDJOURNEY INC. SOUTH SAN FR CADate 10/16/23 0 3289666656 0 5734Card 2801,8.0,3,2023-07-31,2023-08-03,1,Irregular
Withdrawal Debit Card MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 01/07/24 0 4007751481 0 5734Card 2801,16.380000000000003,3,2023-12-24,2024-01-09,8,Weekly
Withdrawal Debit Card MC Debit Seminol/PHR*SIMEDHEALTHLLC GAINESVILLE FLDate 09/29/23 0 3272984653 0 8011Card 2801,45.0,3,2023-08-04,2023-09-30,28,Monthly
Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/14/24 0 4105827629 0 5912Card 1231,15.0,3,2024-01-19,2024-10-06,130,Irregular
Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/14/24 0 4105827629 0 5912Card 1231,28.46,3,2024-02-18,2024-11-04,130,Irregular
Withdrawal Debit Card MC Debit/AMZN DIGITAL*2G2YK1811 888-802-3080 WADate 09/15/21 0 1258632245 1 5818Card 2801,1.49,3,2021-05-06,2021-09-15,66,Irregular
Withdrawal Debit Card MC Debit/COUNTRY CRITTERS - 4 OCALA FLDate 05/25/21 0 1145668660 1 0742Card 2801,30.0,3,2021-04-15,2021-05-26,20,Irregular
Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 01/27/22 0 2027240681 1 4899Card 2801,95.39,3,2021-12-27,2022-03-04,33,Monthly
Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 05/31/23 0 3151812468 0 4899Card 2801,125.03,3,2023-05-02,2023-08-01,45,Irregular
Withdrawal Debit Card MC Debit/ELDERSCROLLSONLINE. 855-296-3170 MDDate 11/09/21 0 1313300656 1 5816Card 2801,14.99,3,2021-09-10,2021-11-09,30,Monthly
Withdrawal Debit Card MC Debit/KINDLE UNLTD*439YD1353 866-321-8851 WADate 11/24/21 0 1328430085 1 5818Card 2801,9.99,3,2021-10-25,2021-12-26,31,Monthly
Withdrawal Debit Card MC Debit/PAYPAL *BLVCKLNGS 4029357733 CADate 04/14/21 0 1104117516 1 7372Card 2801,1.5933333333333335,3,2021-04-13,2021-04-21,4,Irregular
Withdrawal Debit Card MC Debit/PIZZA HUT 27918 3523739402 FLDate 12/16/22 0 2350808582 1 5812Card 2801,38.876666666666665,3,2021-10-04,2022-10-23,192,Irregular
Withdrawal Debit Card MC Debit/PIZZA HUT 27918 GAINESVILLE FLDate 05/20/23 0 3140936778 0 5812Card 2801,40.60666666666666,3,2023-04-28,2023-05-22,12,Irregular
Withdrawal Debit Card MC Debit/PRIME VIDEO*QI3ZR57V3 888-802-3080 WADate 02/22/22 0 2053875656 0 5818Card 2801,9.99,3,2022-02-20,2022-02-23,1,Irregular
Withdrawal Debit Card MC Debit/PUBLIX #1560 GAINESVILLE FLDate 09/04/21 0 1247836114 5 5411Card 2801,40.72,3,2021-07-01,2022-08-25,210,Irregular
Withdrawal Debit Card MC Debit/SCRUBS CARWASH - GAINE GAINESVILLE FLDate 03/26/23 0 3085900969 0 7542Card 2801,4.5,3,2021-03-15,2023-03-27,371,Yearly
Withdrawal Debit Card MC Debit/SP NIGHTCAFE AI ART MARRICKVILLE NSDate 12/25/22 0 2359739765 0 5734Card 2801,9.99,3,2022-12-25,2023-04-25,60,Irregular
Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/21/22 0 2141999930 0 5912Card 2801,14.64,3,2022-05-22,2022-10-27,79,Irregular
Withdrawal Debit Card Signature Debit/ATWIIKS REPO.PACKIX.C NJ Date 05/07/20 0 0128470400 3 5734 Card 1140,0.99,3,2020-05-08,2020-05-08,0,Irregular
Withdrawal Debit Card Signature Debit/PAYPAL *BLVCKLNGS 0635308003 FRDate 02/18/21 0 1049951415 4 7372Card 1140,1.58,3,2020-08-21,2020-12-20,60,Irregular
Withdrawal Debit Card Signature Debit/PIZZA HUT 27918 https://ipcha FL Date 06/09/20 0 0161727653 4 5812 Card 1140,35.54,3,2020-06-16,2020-09-18,47,Irregular
Withdrawal Debit Card Signature Debit/PRIVATEINTERNETACCESS HTTPSWWW.PRIV CODate 07/24/20 0 0206170454 5 5734Card 1140,9.95,3,2020-05-25,2020-07-26,31,Monthly
Withdrawal POS #000000000007/AMAZON.COM*2864R4HI1 SEATTLE WACard 1140,20.713333333333335,3,2023-02-06,2025-02-11,368,Yearly
Withdrawal POS #000000000558/CIRCLE K # 26146 3525 GAINESVILLE FLCard 2801,23.830000000000002,3,2023-04-30,2023-11-22,103,Irregular
Withdrawal POS #000000000873/AMAZON.COM*HI8SN2DS2 SEATTLE WACard 2801,10.406666666666666,3,2022-02-24,2023-03-01,185,Irregular
Withdrawal POS #000000029500/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,39.589999999999996,3,2022-01-23,2022-06-26,77,Irregular
Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,3,2024-03-27,2024-08-28,77,Irregular
Withdrawal POS #000000080373/PUBLIX 5200 S W 34TH STRE GAINESVILLE FLCard 1140,29.78333333333333,3,2020-07-30,2021-05-04,139,Irregular
Withdrawal POS #000000116993/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,33.923333333333325,3,2020-07-29,2021-01-24,89,Irregular
Withdrawal POS #000000129774/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,21.97,3,2025-01-16,2025-03-04,23,Irregular
Withdrawal POS #000000173052/AMAZON.COM*H21U27Y71 SEATTLE WACard 2801,10.536666666666667,3,2022-03-24,2023-04-03,187,Irregular
Withdrawal POS #000000183316/GATE 1445 506 NW 13TH GAINESVILLE FLCard 2801,18.346666666666668,3,2021-07-20,2021-10-05,38,Irregular
Withdrawal POS #000000188596/WAWA 5325 2373 SW ARCHER ROA GAINESVILLEFLCard 2801,18.32,3,2021-08-29,2022-01-08,66,Irregular
Withdrawal POS #000000194488/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 1140,23.51,3,2021-08-08,2022-01-30,87,Irregular
Withdrawal POS #000000218861/WALGREENS STORE 2415 SW 7 GAINESVILLE FL Card 1140,4.8500000000000005,3,2020-06-19,2021-01-07,101,Irregular
Withdrawal POS #000000218861/WALGREENS STORE 2415 SW 7 GAINESVILLE FL Card 1140,8.316666666666666,3,2020-03-17,2020-07-16,60,Irregular
Withdrawal POS #000000218861/WALGREENS STORE 2415 SW 7 GAINESVILLE FL Card 1140,18.6,3,2020-07-16,2021-02-12,105,Irregular
Withdrawal POS #000000231268/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,3,2025-01-11,2025-01-17,3,Irregular
Withdrawal POS #000000231268/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,23.545,3,2025-02-13,2025-03-14,14,Bi-Weekly
Withdrawal POS #000000235720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,3,2024-09-25,2024-10-24,14,Bi-Weekly
Withdrawal POS #000000259511/AMAZON.COM*2776K9KH0 SEATTLE WACard 2801,10.026666666666667,3,2022-06-16,2023-03-12,134,Irregular
Withdrawal POS #000000403720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,28.32,3,2022-07-18,2023-06-26,171,Irregular
Withdrawal POS #000000418393/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 2801,18.61,3,2021-09-10,2022-04-01,101,Irregular
Withdrawal POS #000000455581/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,20.695,3,2025-01-20,2025-02-09,10,Irregular
Withdrawal POS #000000488663/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,20.67,3,2024-12-24,2024-12-28,2,Irregular
Withdrawal POS #000000598647/AMAZON.COM*F565U8HW3 SEATTLE WACard 2801,10.37,3,2023-01-31,2023-06-06,63,Irregular
Withdrawal POS #000000598647/AMAZON.COM*F565U8HW3 SEATTLE WACard 2801,16.546666666666667,3,2021-04-01,2023-06-06,398,Irregular
Withdrawal POS #000000598647/AMAZON.COM*F565U8HW3 SEATTLE WACard 2801,23.42,3,2023-06-01,2023-11-01,76,Irregular
Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.76,3,2024-11-02,2025-03-10,64,Irregular
Withdrawal POS #000000639499/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,32.87,3,2023-03-10,2023-07-15,63,Irregular
"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE

GAINESVILLE FL

Card 1247",23.653333333333336,3,2025-04-11,2025-04-17,3,Irregular
Withdrawal POS #000000782111/Instacart 50 Beal St Suite 600 SanFrancisco CACard 2801,5.0,3,2023-06-22,2023-08-27,33,Monthly
Withdrawal POS #000000782633/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,3,2025-01-23,2025-02-02,5,Irregular
Withdrawal POS #000000802668/Instacart 50 Beal St Suite 600 SanFrancisco CACard 2801,2.5,3,2023-06-01,2023-11-05,78,Irregular
Withdrawal POS #000000802668/Instacart 50 Beal St Suite 600 SanFrancisco CACard 2801,5.0,3,2023-07-04,2023-11-17,68,Irregular
Withdrawal POS #000000803033/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0,3,2024-01-26,2024-03-09,21,Irregular
Withdrawal POS #000000804821/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0,3,2024-05-07,2024-05-29,11,Irregular
Withdrawal POS #000000866633/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,17.49,3,2023-09-19,2023-09-27,4,Irregular
Withdrawal POS #000000866633/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,33.245,3,2023-04-06,2023-11-30,119,Irregular
Withdrawal POS #000000882351/CIRCLE K # 06782 GAINESVILLE FLCard 1140,13.165,3,2021-07-09,2024-11-03,606,Irregular
Withdrawal POS #000000882351/CIRCLE K # 06782 GAINESVILLE FLCard 1140,19.08,3,2021-01-13,2022-12-15,350,Yearly
Withdrawal POS #000000909995/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,3,2024-02-27,2024-11-21,134,Irregular
Withdrawal POS #000000991850/AMAZON.COM*7Q29B9KF3 SEATTLE WACard 2801,10.51,3,2022-01-03,2022-08-11,110,Irregular
Withdrawal POS #000000991864/CIRCLE K # 21142 GAINESVILLE FL Card 1140,19.643333333333334,3,2020-03-31,2025-05-11,933,Irregular
Withdrawal POS #000006227588/PAYPAL *SOCIALBLADE 2211 North FirstStreet San Jose CACard 1231,3.99,3,2024-02-17,2024-04-16,29,Monthly
Withdrawal POS #000007247911/PAYPAL *VIDIQ San Jose CACard 2801,10.0,3,2022-03-08,2022-05-08,30,Monthly
Withdrawal POS #000010941641/CIRCLE K # 26146 3525 GAINESVILLE FLCard 1231,26.25,3,2024-03-17,2024-12-11,134,Irregular
Withdrawal POS #000014264526/WALGREENS 2415 SW GAINESVILLE FLCard 2801,4.78,3,2021-07-12,2023-06-26,357,Yearly
Withdrawal POS #000014264526/WALGREENS 2415 SW GAINESVILLE FLCard 2801,5.705,3,2021-04-12,2022-06-19,216,Irregular
Withdrawal POS #000014264526/WALGREENS 2415 SW GAINESVILLE FLCard 2801,19.52,3,2021-10-03,2021-12-05,31,Monthly
Withdrawal POS #000020839973/SUNOCO 80022125 GAINESVILLE GAINESVILLECard 1231,36.53,3,2024-01-07,2024-01-18,5,Irregular
Withdrawal POS #041705070341/PAYPAL *FASTSPRING 2211 North FirstSan Jose CACard 1231,15.0,3,2024-02-17,2024-04-17,30,Monthly
Withdrawal Paper Statement,3.0,3,2019-12-31,2020-02-29,30,Monthly
Withdrawal at ATM #000000001048/PUBLIX 3100 S W 35TH BLV GAINESVILLE FL Card 1140,40.0,3,2020-03-06,2020-05-27,41,Irregular
Withdrawal at ATM #000000001048/PUBLIX 3100 S W 35TH BLV GAINESVILLE FL Card 1140,60.0,3,2020-04-19,2020-07-09,40,Irregular
Withdrawal at ATM #000000001619/CAMPUS 1900 SW 34TH ST GAINESVILLE FL Card 1140,80.0,3,2020-09-06,2020-11-22,38,Irregular
Withdrawal at ATM #000000001619/CAMPUS 1900 SW 34TH ST GAINESVILLE FL Card 1140,100.0,3,2020-12-05,2021-01-08,17,Irregular
Withdrawal at ATM #000000003731/COLUMBIA CAR-428486 318 NW 13TH STGAINESVILLE FLCard 2801,63.0,3,2021-02-05,2021-03-13,18,Irregular
Withdrawal at ATM #000000005364/CAMPUS 5725 SW 75TH ST GAINESVILLE FLCard 1140,120.0,3,2020-11-20,2021-03-22,61,Irregular
"Withdrawal at ATM #000000776623/EFT 3401 W University Ave Gainesville FL

Card 1247",23.0,3,2024-12-13,2025-03-22,49,Irregular
"Withdrawal at ATM #000000776623/EFT 3401 W University Ave Gainesville FL

Card 1247",33.0,3,2022-08-31,2025-02-24,454,Irregular
Withdrawal/Cash Disbursed 35.00,200.0,3,2021-07-09,2021-09-04,28,Monthly
